id,title,subtitle,author,track,date,description,technologies,keywords,github_url,demo_url,youtube_url,has_demo,has_github,has_video,content_length,url
177,CrewSync AI: Crew Change Planner,"AI-powered crew relief planner that optimizes maritime crew scheduling, flagging compliance issues, and generating communication templates.",,Overall Track,"Hackathon Writeup · Dec 6, 2025","CrewSync AI is an intelligent crew change planning system built with Google Gemini 3 in AI Studio. It addresses critical pain points in maritime operations by automating crew relief scheduling.

The system ingests crew data (names, ranks, contract expiry dates) and voyage information (ports, ETA). Using Gemini's advanced reasoning, it identifies crew members needing relief at specific ports, automatically flags compliance issues (visa validity, MLC certification), and generates ready-to-send notification templates.

Key Features:

Impact: Reduces manual scheduling errors, ensures regulatory compliance, and cuts communication preparation time by 80%. This solution brings AI-driven efficiency to maritime operations without requiring technical expertise.",Gemini,"crew, system, gemini, maritime, operations, relief, scheduling, ports, compliance, crewsync",,,,False,False,False,761.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765006106305
178,Friction-Free Life: AI Multimodal Organizer & Personal Assistant,"An AI that sees, hears, and reasons to eliminate daily friction, organizing tasks, documents, and reminders effortlessly",,Overall Track,"Hackathon Writeup · Dec 8, 2025","Project Overview:
Friction-Free Life is an AI-powered personal organizer designed to tackle everyday frustrations using Gemini 3 Pro’s advanced reasoning and multimodality. Unlike traditional task managers, it sees, hears, and understands your real-world context—turning messy notes, voice instructions, and scattered documents into actionable plans instantly.

How it Works:

Image Input: Take photos of cluttered desks, whiteboards, or receipts → AI recognizes items, categorizes tasks, and suggests actionable steps.

Voice & Text Input: Speak or type tasks, events, or reminders → AI interprets context, prioritizes, and integrates them into your schedule.

Smart Recommendations: Detects repeated friction points (missed deadlines, recurring disorganization) → proactively suggests solutions to prevent future friction.

Impact:
This app dramatically reduces cognitive load, saves time, and helps users focus on meaningful work. It demonstrates Gemini 3 Pro’s reasoning, multimodal understanding, and real-world problem-solving capabilities in a practical, engaging way.

Technical Highlights:

Built entirely in Google AI Studio Build using Gemini 3 Pro.

Multimodal input: images, voice, text

Reasoning engine connects disparate inputs to generate actionable outputs

Fully interactive demo accessible online.

Friction-Free Life is a new, novel approach to personal productivity—turning everyday chaos into organized, stress-free living.",Gemini,"friction, free, gemini, reasoning, voice, into, actionable, input, life, personal",,,,False,False,False,1446.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765006737497
179,Philosophy - Trinh Quang Minh,Learn about philosophy using python programming at https://www.kaggle.com,,Overall Track,"Hackathon Writeup · Dec 6, 2025","Learn about philosophy using python programming at https://www.kaggle.com
-- coding: utf-8 --
""""""
Philosophy Toolkit — Triết học Mác–Lênin (Kaggle-ready, single cell)
Author: Trịnh Quang Minh 
Description:",python,"philosophy, kaggle, learn, about, using, python, programming, https, coding, toolkit",,,,False,False,False,205.0,https://www.kaggle.com/competitions/gemini-3/writeups/philosophy-trinh-quang-minh
180,"LifeStream OS: The ""Reliability Sandwich"" for Blind Navigation",Combining reflex-speed awareness with deep-reasoning safety using Gemini 3 Pro.,,Overall Track,"Hackathon Writeup · Dec 12, 2025","Tracks: Accessibility, Technology

For the 2.2 billion people with visual impairments, AI-assisted navigation has historically been a dangerous trade-off between speed and safety.

In accessibility, latency isn't just an inconvenience; it's a physical hazard. A user cannot pause their walk to wait for an API response. They need the reflexes of a guide dog combined with the reasoning of a human assistant.

LifeStream OS is a multimodal navigation system that solves this trade-off using a novel architecture I call the ""Reliability Sandwich."" It creates a cognitive prosthetic that operates at two speeds simultaneously:

This project creates a seamless fusion of Gemini's multimodal capabilities:

I utilized Gemini 3 Pro specifically for its deep reasoning capabilities in the Guardian Layer. Standard object detectors identify objects; Gemini 3 Pro understands situations.

Example: A simple model sees ""a wet floor sign."" Gemini 3 Pro infers ""Slip hazard ahead, path blocked, reroute left.""

The Reflex Layer relies on the low-latency WebSocket API. I engineered a robust audio/video streaming pipeline that sends PCM audio and Base64 image frames simultaneously, handling connection state management (reconnecting on drops) to ensure the user is never left ""blind"" due to a network glitch.

LifeStream OS demonstrates that accessibility tools don't have to be limited to basic OCR or slow Q&A. By leveraging the specific strengths of different Gemini models—the raw speed of Flash and the deep reasoning of Pro—we can build assistive technology that is both safe and fluid.

This architecture essentially gives a visually impaired user a ""super-sight"": the ability to walk confidently with reflex-speed feedback, while a super-intelligence watches their back for dangers they didn't even know were there.",Gemini,"gemini, accessibility, speed, user, reasoning, technology, navigation, trade, latency, hazard",,,,False,False,False,1812.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765006896578
181,Jan Seva : A multilingual voice assistant powered by Gemini,The App will help Indian citizens discover eligible government scheme by their local language,,Overall Track,"Hackathon Writeup · Dec 12, 2025","Jan Seva is a voice-first, multilingual web application designed to help Indian citizens navigate the complex landscape of government welfare. Built using Google AI Studio and Gemini, it acts as an empathetic ""digital caseworker."" Instead of forcing users to read through dense policy documents or complex forms, Jan Seva allows them to simply speak their details (age, occupation, income) in their native language and instantly receive a personalized list of eligible schemes and required documents.

India has a massive welfare ecosystem with over 4,500 central and state government schemes. However, millions of eligible citizens miss out on benefits due to:

Jan Seva solves this by turning the ""search"" process into a ""conversation.""

Jan Seva democratizes access to social security. By removing the barriers of literacy and language, it ensures that government benefits—like healthcare, housing, and pension—reach the ""last mile"" citizens they were intended for.",Gemini,"seva, citizens, government, complex, welfare, documents, their, language, eligible, schemes",https://github.com/RamaswamyGCP/jan-seva-voice-assistant,,,False,True,False,968.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765006905206
182,Scuderia StratOS: Digital Twin & AI Race Engineer,"A multimodal AI race engineer powered by Gemini 3 Pro, utilizing 1M+ token context to analyze telemetry, visual data, and FIA regulations",,Overall Track,"Hackathon Writeup · Dec 11, 2025","The Problem: Information Overload at 200 mph
Modern Formula 1 teams process gigabytes of telemetry per lap. Race engineers must simultaneously analyze tire thermals, weather radar, competitor pace, and a 100+ page rulebook (FIA Sporting Regulations) to make split-second strategy calls. Human cognitive load is the bottleneck.

The Solution: Scuderia StratOS
Scuderia StratOS is a Digital Twin dashboard that integrates Google Gemini 3 Pro as an active ""AI Race Engineer."" Unlike traditional static dashboards, StratOS doesn't just display data—it reasons over it.

Key Features & Gemini Implementation:

The ""Recall"" Engine (Long Context Window):

Multimodal Visual Inspection:

The ""Rulebook"" RAG (Hallucination Control):

Real-Time Strategic Reasoning:

Technical Architecture:

Conclusion:
Scuderia StratOS demonstrates how Gemini 3 Pro can move beyond chatbots and act as a domain-expert agent in high-stakes, high-frequency environments.",Gemini,"stratos, scuderia, gemini, race, rulebook, high, problem, information, overload, modern",,,,False,False,False,943.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765006911278
183,empowering youth with inntractive skill,platform that help the youth to find their life skills,,Overall Track,"Hackathon Writeup · Dec 6, 2025","Unlock your true potential with a platform designed exclusively for today’s youth.
This is not just another website — it’s your personal guide to life skills, career clarity, and smart learning with AI.

Discover who you are, what you’re good at, and what career is truly meant for you.
Explore AI-powered career determination, life-skill roadmaps, and deep insights that help you make confident decisions about your future.

Boost your learning with powerful tools like:
✨ PDF Summarizer – turn long chapters and books into short, easy summaries
✨ AI Prompt Library – 100+ prompts for study, coding, creativity, productivity and personal growth
✨ Skill Guides – step-by-step roadmaps for modern careers
✨ Personalized Recommendations – crafted uniquely for your strengths and interests

Whether you're a student or a young professional, this platform helps you find direction, build skills, and create a powerful future with clarity and confidence.

Your journey to self-discovery and success starts here.
One platform. Unlimited growth.",,"your, platform, career, personal, life, skills, clarity, learning, what, skill",,,,False,False,False,1038.0,https://www.kaggle.com/competitions/gemini-3/writeups/empowering-youth-with-inntractive-skill
184,LingoVision: Bridging Language Learning with Real Life,Visual language learning that connects your world to words - making language education accessible and contextual for learners everywhere.,,Overall Track,"Hackathon Writeup · Dec 12, 2025","LingoVision is an AI-powered visual language learning application that transforms everyday surroundings into personalized language lessons. By simply uploading or capturing a photo of any object, scene, or moment from daily life, learners receive instant, contextual language content including natural captions, essential vocabulary, pronunciation guides, and interactive quizzes - all powered by Google's Gemini 2.5 Flash with multimodal vision and text-to-speech capabilities.

Live App: View on AI Studio

Many people experienced firsthand what we call Mute English - years of studying vocabulary lists, grammar rules, and textbook dialogues about airplanes, renewable energy, and global economics, yet struggling to describe the simple things around me: the street food vendor's steaming baozi, the shared bicycle on the corner, or the potted plants on my balcony.

Across the developing world, language education often feels abstract and detached from daily reality. Students in rural India, Indonesia, or Latin America memorize words for ""helicopter"" and ""solar panel"" from standardized curricula, but don't know how to talk about the clothes they wear, the meals they eat, or the neighborhoods they live in.

The gap is clear:

LingoVision turns this paradigm upside down by making your real life the curriculum.

A student in rural Kenya can now learn English by photographing the matatu (minibus) they take to school, the ugali their mother cooks, or the acacia tree outside their home. Language becomes a tool for describing their reality, not someone else's.

Traditional language apps teach the same vocabulary to everyone. LingoVision adapts to your environment:

Instead of learning generic vocabulary divorced from context, students learn to describe their culture, food, traditions, and daily routines in another language - preserving identity while building bridges.

For students who grew up with ""mute English,"" hearing and practicing pronunciation of words that matter to their li",Gemini,"language, lingovision, learning, life, words, daily, vocabulary, your, their, english",,,,False,False,False,4223.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765007126837
185,Zenic: AI Diet Tracker,"A personalized diet tracking application that respects the user’s cuisine preferences, daily nutritional gaps, and medical constraints.",,Overall Track,"Hackathon Writeup · Dec 11, 2025","Product Name: Zenic
Tagline: Balanced Diet Companion
Platform: Web / Mobile Web (PWA ready)
Primary Tech Stack: React, Tailwind CSS, Google Gemini API (Multimodal AI)

Zenic is a personalized diet tracking application designed to bridge the gap between general fitness goals and specific medical necessities. Unlike standard calorie counters, Zenic utilizes multimodal AI to ingest medical reports (blood tests, checkups) to automatically configure dietary constraints. It features an AI-powered food scanner for friction-free logging and a context-aware meal planner that suggests meals based on recent eating history, medical rules, and cuisine preferences.","React, Gemini","zenic, medical, diet, multimodal, product, name, tagline, balanced, companion, platform",,,,False,False,False,659.0,https://www.kaggle.com/competitions/gemini-3/writeups/zenic-diet-1765007165485
186,ContractGuard,ContractGuard is a localized AI-driven legal assistant that democratizes contract analysis and negotiation power for South African consumers,,Overall Track,"Hackathon Writeup · Dec 12, 2025","ContractGuard: AI-Powered Consumer Protection for South Africa

THE PROBLEM:
60% of South Africans sign contracts they don't fully understand. English is often their 2nd or 3rd language, legal jargon is deliberately complex, and a 40-page document filled with hidden penalties is designed to trap, not inform. The result? Billions in wage theft, predatory loans, exploitative gym memberships, and rental agreements that violate basic consumer rights. Traditional legal review costs R2,000-5,000 per hour—completely inaccessible to the working class.

THE SOLUTION:
ContractGuard is an AI-powered legal guardian that analyzes ANY contract (employment, loans, leases, subscriptions, terms & conditions) in 30 seconds and translates complex legal language into plain English. But we don't stop at analysis—we empower users to fight back.

WHAT WE BUILT:

PLAIN LANGUAGE TRANSLATION
Legal jargon → Simple English (or Zulu, Xhosa, Afrikaans, etc.)
""This means: You're promising R28,776. If your situation changes, you're trapped.""

SMART COUNTER-OFFER GENERATOR
One click generates professionally written negotiation emails with:

GEMINI FEATURES USED (ALL OF THEM):

✓ Multimodal Input: Process PDFs, images, photos, and text
✓ Google Search Grounding: Real-time verification of laws, market rates, and company reputation
✓ Code Execution: Python sandbox for accurate financial calculations (compound interest, total costs, penalty scenarios)
✓ Live API: WebSocket-based voice negotiation coaching with 16kHz/24kHz audio streaming
✓ High Thinking Budget (1024 tokens): Complex legal reasoning with reduced hallucinations
✓ Structured Output: JSON schemas for reliable UI rendering of red flags and risk scores
✓ Vision API: OCR and dark pattern detection in scanned contracts

TECHNICAL ARCHITECTURE:

THE SOCIAL IMPACT:

This isn't just a document reader—it's a systemic consumer protection engine that:

DEMOCRATIZES LEGAL ACCESS
Makes forensic legal review accessible to anyone with a smartphone. A do","GEMINI, Gemini, Python","legal, english, language, contracts, contractguard, consumer, south, complex, costs, powered",https://github.com/Hmmmm3247/ContractGuard.git,,,False,True,False,3512.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765007234181
187,The Feynman Mirror,An introvert-friendly AI that builds confidence by letting you teach it.,,Overall Track,"Hackathon Writeup · Dec 11, 2025","The Problem: Traditional education penalizes anxiety. Brilliant students often fail oral exams not because they lack knowledge, but because they lack ""performance confidence."" We currently measure loudness, not logic.

The Solution: Inspired by The Feynman Technique (""If you can't explain it simply, you don't understand it""), this app flips the classroom. Instead of the AI lecturing you, you teach the AI.

How It Works: Built on Gemini 3 Pro, the app acts as a ""Mirror"" for your thoughts:

Multimodal Reasoning: It watches for rote memorization (reading scripts) vs. genuine understanding, using video to detect eye-tracking and audio for tone.

Anxiety Filtering: It explicitly ignores stuttering or lack of eye contact. Instead, it builds a real-time ""Clarity Graph"" based purely on the semantic coverage of your explanation.

Active Recall: If you get stuck, it doesn't give answers; it gives Socratic hints, forcing you to bridge the gap yourself.

Universal Access: It auto-detects and speaks 40+ languages, allowing students to learn in their mother tongue.

The Impact: By separating anxiety from aptitude, The Feynman Mirror unlocks the potential of the ""quiet genius."" It transforms AI from a passive chatbot into an empathetic, active learning partner.",Gemini,"anxiety, lack, students, because, feynman, instead, mirror, your, active, problem",https://github.com/mahakjain123456/feynman-mirror-,,,False,True,False,1266.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765007247568
188,GenLearn AI – A Futuristic Multi-Domain Learning Assistant for Every Student.,"An AI-powered study platform offering quizzes and smart guidance across academics, competitive exams, and essential technical skills.”",,Overall Track,"Hackathon Writeup · Dec 12, 2025","GenLearn AI is a multi-purpose, AI-driven learning platform designed for students across all levels—school, competitive exam preparation, and technical learning. The project aims to create a single, universal learning environment where any student can ask questions, learn concepts, practise quizzes, revise using flashcards, understand algorithms, improve programming skills, track progress, and prepare efficiently for exams in India and around the world. The project uses Gemini 3 Pro as the core intelligence to provide accurate, structured, and personalized explanations.

GenLearn AI includes three major learning sections:

School (Classes 1–12)

Global Competitive and Entrance Exams

Technical Learning (Programming, Databases, Web, Blockchain, and more)

Each section is built with a specific purpose, feature set, and AI workflow so that learners receive targeted support.

This section helps school students from Class 1 to Class 12 learn their subjects more effectively. The goal is to provide clear explanations, concept breakdowns, practice opportunities, and revision tools suitable for each age group.

1.1 Subject Selection and Question Support

Students can choose their class and then ask any question from subjects such as Mathematics, Science, English, Social Studies, Computer Science, and more. GenLearn AI gives responses based on the level of the student.

Features include:

Concept explanations in simple, grade-appropriate language

Step-by-step solutions for questions and textbook problems

Real-life examples to help understanding

Keyword highlights, short notes, and definitions

Formula explanations and usage examples

This ensures that students can instantly clear their doubts without depending on external tuition or teachers.

1.2 Quiz Practice for Every Chapter

For learning to be complete, students must practise. GenLearn AI automatically generates quizzes based on the chosen subject and class.

Quiz features:

Multiple-choice questions

Concept and nume","Gemini, JavaScript, React, MongoDB, MySQL, Node.js, Java, Python","learning, students, exams, genlearn, exam, explanations, questions, revision, concept, based",https://github.com/Harishni-TechWorld/genlearn-ai,https://genlearn-ai1.netlify.app/,,True,True,False,8364.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765007301938
189,KalaMitra: Where Tradition Meets Technology,"An AI-powered marketplace enabling zero-investment virtual creation, everything artisans and buyers need, all in one place.",,Overall Track,"Hackathon Writeup · Dec 6, 2025","KalaMitra is a digital marketplace system that enables artisans to create, manage, and sell both physical and digital cultural products using AI-assisted tools. The invention integrates e-commerce, generative AI, multilingual systems, AR visualization, 3D virtual environments, and automated marketplace workflows into a unified platform designed specifically for heritage craft ecosystems.
The system allows artisans to set up virtual stalls, upload or generate products, receive AI-generated descriptions, pricing recommendations, promotional media, and cultural storytelling. Buyers can discover products through semantic search, personalized recommendations, AR previews, audio-narrated product stories, reel-based ads, and a 3D bazaar environment.

The invention also provides mechanisms for digital craft creation (e.g., kolam designs, templates), voice-based interaction in multiple Indian languages, auction-based selling with leaderboards, direct creator-buyer communication, collaborative product creation, and community features such as group gifting, chats, and creator following.

Automated backend processes manage auctions, content updates, user activity cleanup, and personalization using vector embeddings. Multilingual support, real-time notifications, and AI-shopping assistants further enhance accessibility and usability for both artisans and buyers.
The system uniquely enables users with limited physical resources to earn through virtual craft creation and supports NGOs and cultural bodies by facilitating collaborations, material donations, and artisan discovery.",,"digital, system, artisans, cultural, products, virtual, craft, based, creation, marketplace",https://github.com/IamMradul/KalaMitra.git,https://kalaaamitra.vercel.app/,https://youtu.be/ZkEoJwQNRcE,True,True,True,1589.0,https://www.kaggle.com/competitions/gemini-3/writeups/thinktech17
190,VoltAir — Edge-Intelligent Predictive Response System,"A real-time edge AI system that senses, predicts, and responds to emerging patterns instantly, with no cloud dependency.",,Overall Track,"Hackathon Writeup · Dec 10, 2025","VoltAir is an edge-intelligent predictive response system designed to detect and anticipate environmental or pattern-based changes in real time. The system performs all inference on-device using lightweight, quantized models—ensuring ultra-low latency and offline reliability.
What We Built
VoltAir captures subtle variations in sensor data and instantly converts them into meaningful predictions. Instead of relying on cloud servers, the model runs entirely on the edge, enabling high-speed processing in low-connectivity environments.
Core Features
Real-time sensing and anomaly detection
On-device prediction engine (no cloud required)
Adaptive response loops for fast decision-making
Lightweight ML models optimized for hardware constraints
Modular design supporting multiple data sources
How It Works",,"voltair, edge, response, system, real, time, device, lightweight, models, data",,,,False,False,False,805.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765007476266
191,APEX - 7 VIDEO ANALYZER,Video Analyzer to Help Interviewer,,Overall Track,"Hackathon Writeup · Dec 6, 2025","APEX-7 (Advanced Performance Evaluation eXpert - 7th Generation) is a cutting-edge interview analysis system that leverages advanced neural AI to analyze your interview practice videos. Get comprehensive feedback on your facial expressions, vocal forensics, body language, and psychological profile with industry-calibrated scoring.

Configure your API key

Open .env.local and add your Gemini API key:

Open in browser

Navigate to http://localhost:3000

APEX-7 uses a 12-module analysis system:

Contributions are welcome! Please feel free to submit a Pull Request.

This project is licensed under the MIT License - see the LICENSE file for details.",Gemini,"your, apex, advanced, interview, analysis, system, open, license, performance, evaluation",https://github.com/Amitjoiya/Interview_video_analyzer,,,False,True,False,651.0,https://www.kaggle.com/competitions/gemini-3/writeups/apex-7-video-analyzer
192,PipelineOptimizer - AI-Powered Data Pipeline Debugger,Instant bug detection and optimization using Gemini 3's advanced reasoning,,Overall Track,"Hackathon Writeup · Dec 6, 2025","An intelligent analysis tool that debugs Python ETL/ELT pipelines using Gemini 3 Pro's advanced reasoning. Users paste their code and execution logs; the app returns: bugs with line numbers and severity levels, optimization suggestions with before/after code examples, risk analysis, and performance impact estimates.

Built entirely in Google AI Studio using Gemini 3 Pro Preview, leveraging:

Architecture: TypeScript/React frontend with Gemini 3 Pro API backend. Features include Demo Mode for instant results, 90-second timeout handling, and structured JSON analysis output.

Data engineers waste 10-15 hours monthly debugging pipelines manually. Root causes are subtle—inefficient loops, missing error handling, data quality issues. Tools combining code analysis + execution logs + AI reasoning don't exist.

Impact: A real 5-minute pipeline issue takes 2-3 hours to debug manually. PipelineOptimizer identifies it in 30 seconds with concrete fixes. Demonstrated results: 300x-1000x speedup possible with vectorization, critical bugs identified (DivisionByZeroError), scalability/data quality risks quantified.

Built with Gemini 3 Pro's advanced capabilities—impossible with standard models.","TypeScript, React, Gemini, Python","analysis, gemini, code, data, pipelines, using, advanced, reasoning, execution, logs",,,,False,False,False,1197.0,https://www.kaggle.com/competitions/gemini-3/writeups/pipelineoptimizer-ai-powered-data-pipeline-debug
193,EcoSynth: Accelerating Ecosystem Science with Gemini 3 Pro,"A multimodal AI research assistant that integrates images, audio, and data to speed biodiversity and climate discoveries.",,Overall Track,"Hackathon Writeup · Dec 11, 2025","Ecosystem science is drowning in data—satellite images, wildlife audio, climate sensors—but lacks the capacity to synthesize it quickly. Researchers spend weeks manually analyzing fragmented datasets, delaying critical discoveries in biodiversity and climate resilience.Solution:
EcoSynth is a Gemini 3 Pro-powered AI system that acts as a scientific co-pilot, accelerating research by:

Ingesting multimodal data (images, audio, text, sensors) and fusing it into actionable insights.
Automating hypothesis generation—e.g., linking coral bleaching to water temperature spikes—in minutes, not weeks.
Democratizing access to advanced AI for ecologists, enabling faster conservation strategies and policy responses.
How It Works:

Specialized Agents: Vision, Audio, and Data Agents (powered by Gemini 3 Pro) analyze images, classify wildlife calls, and process climate metrics.
Agentic Ensemble: Agents collaborate to propose and validate hypotheses, mirroring Mobisa’s vision of autonomous, iterative AI systems.
Synthetic Data: Augments rare datasets (e.g., endangered species calls) to improve model accuracy and uncover edge-case insights
Real-World Feedback: Researchers interact via natural language, refining the system with empirical data—embodying Mobisa’s ""ship early, instrument everything"" ethos.Impact:

Faster Science: Cuts analysis time from weeks to minutes, enabling real-time conservation and climate action.
Global Scalability: Built on Gemini 3 Pro’s multimodal reasoning and Google AI Studio, adaptable from African wildlife corridors to Arctic ice monitoring.
Inclusive Innovation: Proves frontier AI can originate outside Silicon Valley, aligning with Mobisa’s mission to build AGI for problems we live with daily.",Gemini,"data, climate, images, wildlife, audio, weeks, gemini, agents, mobisa, science",,,,False,False,False,1734.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765008064638
194,Edvision: AI Masterpiece for Personalized Learning via AI Personas,"Generates lessons, quizzes, and labs using safety-guarded Vibe Code",,Overall Track,"Hackathon Writeup · Dec 12, 2025","Edvision is the Vibe-Coded platform that transforms any subject into a tailored, interactive learning website instantly. It solves the problem of generic educational content by leveraging Gemini 3 Pro’s Advanced Reasoning.

The application achieves personalization via user-defined AI Personas (Perspective, such as 'Storyteller' or 'NGO Activist') and Global Polyglot language support. We use Multimodality to accept inputs like documents and voice.

The result is deployed across a modular structure with several key features:

The Course Module allows users to click 'Deep Dive' or ask questions to maintain context and expand any section.

The Experimental Lab demonstrates Code Generation on Demand by creating custom interactive simulations (like Arcade Games or Terminal OS).

The app is built with a professional, modular architecture and strong safety guardrails to ensure a reliable learning environment. Edvision demonstrates that Gemini 3 can build structured applications that were impossible yesterday.",Gemini,"edvision, interactive, learning, gemini, like, modular, demonstrates, vibe, coded, platform",,,,False,False,False,1016.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765008151361
195,Deskscape: From Chaos to Curation,Deskscape uses Gemini 3's multimodal AI to bridge the gap between your chaotic reality and dream workspace with vision-based reasoning.,,Overall Track,"Hackathon Writeup · Dec 11, 2025","▶ Deskscape: Your AI Workspace Architect
""From Chaos to Curation."" Deskscape is not just a cleaning tool; it is a multimodal AI consultant that leverages Gemini 3’s advanced reasoning to bridge the gap between your chaotic reality and your dream workspace.

▶ Inspiration
We often rationalize our messy desks, thinking, ""Maybe this chaos just suits my creative process."" But do you remember the spark you felt when you first bought that desk? The joy of setting it up perfectly? That memory proves that the current chaos isn't a style—it's complacency.

Deskscape was born from this realization. We wanted to recapture that ""Day 1"" feeling. Guided by timeless wisdom like ""Simplicity is the ultimate sophistication"" and ""The objective of cleaning is to feel happiness,"" we realized that organization isn't just a chore—it's a way to reclaim our original mindset. We asked: ""What if AI could help us navigate back to that clarity? What if it could bridge the gap between our messy reality and the curated sanctuary we truly desire?""

▶ What it does
Deskscape creates a personalized feedback loop for your environment using three core pillars:

Multimodal Context Injection (Vision + Voice) Deskscape uses Gemini 3 to process visual and audio inputs simultaneously. It doesn't just see a messy desk; it listens. When a user captures their desk and says, ""I need a dual monitor setup for coding, but keep the books,"" Gemini synthesizes the visual data with the user's intent to generate a context-aware action plan.

Target-Driven Gap Analysis We moved beyond static analysis. With the ""Set Goal"" feature, users can select an aspirational ""Wannabe Desk."" Gemini 3 then performs a Gap Analysis, comparing the user's current setup (As-Is) with the target image (To-Be), providing specific steps to bridge the aesthetic and functional gap.

Gamified Growth & Wellness To drive retention, Deskscape gamifies the process with the ""My Journey"" tracker and achievement badges (e.g., ""7-Day Streak,"" ""Perfection",Gemini,"deskscape, your, just, gemini, desk, workspace, chaos, bridge, messy, process",,,,False,False,False,2413.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765008572244
196,Neuro-Decoder: The AI Workplace Bridge,A Multimodal Assistive Workspace for Neurodivergent Talent in Hong Kong,,Overall Track,"Hackathon Writeup · Dec 7, 2025","Neurodivergent individuals (ASD/ADHD) often possess high technical competence but face a ""hidden curriculum"" in the workplace—ambiguous communication, executive dysregulation, and social friction. Neuro-Decoder is a multimodal AI workspace designed to close this gap, specifically localized for the fast-paced, code-mixing environment of Hong Kong.

Powered by Gemini 2.5 Flash and the Native Audio Live API, Neuro-Decoder offers five specialized tools to externalize executive function and decode social cues.

By translating the ""social layer"" of work, Neuro-Decoder turns disability into difference, ensuring that neurodiverse talent isn't just hired, but retained.",Gemini,"social, neuro, decoder, executive, neurodivergent, individuals, adhd, often, possess, high",,,,False,False,False,668.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765008820574
197,Vibe Coding in Health Topic with Gemini 3 Pro,Improve lives and patient care for patient admitted at hospital,,Overall Track,"Hackathon Writeup · Dec 6, 2025","Patient: J. Doe (Room 304)
Status: Post-Op Day 1 / Stable
Log Duration: 08:00 – 12:00

08:00 – 09:00

09:00 – 10:00

10:00 – 11:00

11:00 – 12:00",Gemini,"patient, room, status, post, stable, duration",,,https://youtu.be/YEgR-OuqFz8,False,False,True,145.0,https://www.kaggle.com/competitions/gemini-3/writeups/vibe-coding-in-health-topic-with-gemini-3-pro
198,AI Dev Academy,"AI Dev Academy turns your custom app ideas into a personalized coding course, where AI architects the plan but you write the code.",,Overall Track,"Hackathon Writeup · Dec 12, 2025","Project Name: AI Dev Academy

The Concept: Reverse Vibe Coding

""Vibe Coding"" implies letting AI write the software while you relax. We built the opposite. AI Dev Academy is the ""Anti-Autopilot"" for learners.

Inspiration:

Inspired by teaching Computational Thinking in Python, this project recognizes that while the method may slow deep coding dives, it is foundational and critical for success. We built an architecture that prioritizes this foundational logic over speed.

How It Works:

We orchestrated a Multi-Agent pipeline to mimic a strict Technical Lead that forces you to think:

The Architect (Gemini 2.5 Flash): Interviews you about your app idea, then instantly synthesizes a ""Project Manifest"" containing a custom syllabus and hidden unit tests.

The Tutor: A Socratic agent that uses the manifest to guide you. It knows the solution but refuses to output code, forcing you to type and learn.

The Reviewer (Gemini 3 Pro): Analyzes your final code for logic and style, grading you like a Senior Dev.

The Tech:

We focused on optimizing latency and reasoning by chaining Gemini 2.5 Flash for the interactive stages and Gemini 3 Pro for deep analysis. We also deployed an experimental client-side Python sandbox (Pyodide) to explore running AI-generated tests directly in the user's browser.","Gemini, Python","gemini, project, coding, academy, vibe, while, built, python, deep, foundational",,,,False,False,False,1305.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765009762851
199,An agent that analyzes medical reports and provides health advice.,An agent that analyzes medical reports and provides,,Overall Track,"Hackathon Writeup · Dec 8, 2025","my app：https://ai.studio/apps/drive/1FlvpnhizgAd7Qi4XzgeNPb2UkZiXoJ7M?fullscreenApplet=true

I used Google AI Studio for vibe coding to create a Health Manager that can be used to analyze medical reports and provide health insights. You simply need to input a PNG image of a medical report, and it will automatically extract the text and call on Gemini for analysis. You can also communicate with the AI, based on the health insights it provides, to learn more and get further information, supporting both voice and text input.

Additionally, the app includes citations with web URLs, allowing patients to verify the information themselves.

I believe that today's AI can provide some medical advice quite easily. If we could incorporate more multimodal models and utilize the camera, it could achieve capabilities comparable to a doctor. Perhaps physical clinics could continue to exist primarily as warehouses (for storage/logistics), while all simple consultations could be completed through a Health Manager like this, followed by purchasing medication online.",Gemini,"health, medical, studio, used, manager, provide, insights, input, text, more",,,,False,False,False,1064.0,https://www.kaggle.com/competitions/gemini-3/writeups/new-writeup-1765010085779
